seat number,building,date,time slot,student number
10,A,2024-12-15,16:00-18:00,S10166
40,B,2024-01-17,14:00-16:00,S10166
4,A,2024-05-04,16:00-18:00,S10166
55,C,2024-03-20,14:00-16:00,S10166
25,B,2024-01-06,10:00-12:00,S10166
29,B,2024-12-22,14:00-16:00,S10166
21,B,2024-12-13,14:00-16:00,S10166
51,C,2024-03-16,8:00-10:00,S10166
54,C,2024-12-15,14:00-16:00,S10166
60,C,2024-01-19,8:00-10:00,S10166
53,C,2024-01-05,14:00-16:00,S10060
3,A,2024-12-18,10:00-12:00,S10060
71,D,2024-02-01,14:00-16:00,S10060
10,A,2024-05-28,16:00-18:00,S10060
19,A,2024-01-25,14:00-16:00,S10060
71,D,2024-05-06,16:00-18:00,S10060
61,D,2024-05-17,14:00-16:00,S10060
70,D,2024-05-24,16:00-18:00,S10060
65,D,2024-03-21,14:00-16:00,S10060
15,A,2024-12-24,10:00-12:00,S10060
26,B,2024-04-03,14:00-16:00,S10060
49,C,2024-12-27,14:00-16:00,S10060
71,D,2024-05-18,10:00-12:00,S10060
49,C,2024-01-22,14:00-16:00,S10060
75,D,2024-12-22,10:00-12:00,S10060
79,D,2024-11-01,14:00-16:00,S10060
71,D,2024-12-17,14:00-16:00,S10060
80,D,2024-12-07,10:00-12:00,S10060
63,D,2024-05-16,14:00-16:00,S10060
69,D,2024-06-22,10:00-12:00,S10060
77,D,2024-05-27,10:00-12:00,S10060
34,B,2024-12-14,14:00-16:00,S10060
44,C,2024-02-12,14:00-16:00,S10060
16,A,2024-05-12,8:00-10:00,S10060
41,C,2024-10-25,16:00-18:00,S10060
67,D,2024-05-12,16:00-18:00,S10060
10,A,2024-11-26,14:00-16:00,S10060
50,C,2024-10-07,16:00-18:00,S10060
67,D,2024-12-03,10:00-12:00,S10060
71,D,2024-03-19,14:00-16:00,S10060
40,B,2024-05-11,16:00-18:00,S10060
16,A,2024-12-16,16:00-18:00,S10060
41,C,2024-05-16,16:00-18:00,S10060
1,A,2024-05-16,16:00-18:00,S10060
34,B,2024-03-22,16:00-18:00,S10060
50,C,2024-04-08,16:00-18:00,S10060
63,D,2024-01-13,10:00-12:00,S10060
75,D,2024-02-13,16:00-18:00,S10060
46,C,2024-12-06,10:00-12:00,S10060
55,C,2024-06-20,16:00-18:00,S10060
37,B,2024-09-18,16:00-18:00,S10060
59,C,2024-03-27,10:00-12:00,S10060
17,A,2024-05-05,14:00-16:00,S10060
44,C,2024-02-08,14:00-16:00,S10060
23,B,2024-05-13,10:00-12:00,S10060
65,D,2024-12-27,16:00-18:00,S10060
2,A,2024-10-25,8:00-10:00,S10012
19,A,2024-01-22,14:00-16:00,S10012
77,D,2024-12-05,10:00-12:00,S10012
80,D,2024-12-11,10:00-12:00,S10012
40,B,2024-06-10,16:00-18:00,S10012
62,D,2024-12-06,8:00-10:00,S10012
5,A,2024-05-10,14:00-16:00,S10012
9,A,2024-10-16,16:00-18:00,S10012
8,A,2024-12-09,14:00-16:00,S10012
46,C,2024-12-22,16:00-18:00,S10012
54,C,2024-05-26,16:00-18:00,S10012
15,A,2024-03-15,16:00-18:00,S10012
74,D,2024-05-23,14:00-16:00,S10012
50,C,2024-05-03,10:00-12:00,S10012
24,B,2024-05-19,16:00-18:00,S10012
66,D,2024-12-16,14:00-16:00,S10012
11,A,2024-06-24,10:00-12:00,S10012
67,D,2024-05-15,10:00-12:00,S10012
66,D,2024-12-23,14:00-16:00,S10012
40,B,2024-10-16,10:00-12:00,S10012
8,A,2024-05-11,14:00-16:00,S10012
65,D,2024-05-08,14:00-16:00,S10012
80,D,2024-03-03,14:00-16:00,S10012
12,A,2024-06-18,14:00-16:00,S10012
72,D,2024-12-20,14:00-16:00,S10012
23,B,2024-05-26,10:00-12:00,S10012
47,C,2024-12-26,14:00-16:00,S10012
12,A,2024-01-07,10:00-12:00,S10012
7,A,2024-05-06,16:00-18:00,S10012
38,B,2024-04-19,16:00-18:00,S10012
32,B,2024-12-22,16:00-18:00,S10012
1,A,2024-05-20,16:00-18:00,S10012
53,C,2024-06-12,14:00-16:00,S10012
24,B,2024-12-11,10:00-12:00,S10012
3,A,2024-05-19,16:00-18:00,S10012
8,A,2024-05-09,14:00-16:00,S10012
32,B,2024-12-16,8:00-10:00,S10012
67,D,2024-11-25,16:00-18:00,S10116
22,B,2024-12-05,14:00-16:00,S10116
74,D,2024-05-02,14:00-16:00,S10116
68,D,2024-05-17,16:00-18:00,S10116
73,D,2024-02-10,8:00-10:00,S10116
46,C,2024-11-15,10:00-12:00,S10116
3,A,2024-12-27,14:00-16:00,S10116
64,D,2024-02-25,14:00-16:00,S10116
44,C,2024-09-09,14:00-16:00,S10116
52,C,2024-02-21,8:00-10:00,S10116
67,D,2024-05-22,16:00-18:00,S10116
39,B,2024-05-19,14:00-16:00,S10116
76,D,2024-10-25,14:00-16:00,S10116
41,C,2024-03-10,16:00-18:00,S10116
24,B,2024-11-06,8:00-10:00,S10116
41,C,2024-10-06,16:00-18:00,S10116
44,C,2024-09-06,14:00-16:00,S10116
40,B,2024-06-17,10:00-12:00,S10116
43,C,2024-05-19,14:00-16:00,S10116
2,A,2024-01-07,14:00-16:00,S10116
7,A,2024-10-27,16:00-18:00,S10116
36,B,2024-02-13,14:00-16:00,S10116
3,A,2024-04-07,16:00-18:00,S10116
19,A,2024-12-14,14:00-16:00,S10116
74,D,2024-05-14,14:00-16:00,S10116
36,B,2024-12-14,16:00-18:00,S10116
21,B,2024-11-23,10:00-12:00,S10116
66,D,2024-02-21,10:00-12:00,S10116
35,B,2024-12-12,14:00-16:00,S10116
13,A,2024-06-27,14:00-16:00,S10116
76,D,2024-02-12,8:00-10:00,S10116
20,A,2024-11-16,14:00-16:00,S10116
8,A,2024-11-03,14:00-16:00,S10116
41,C,2024-10-07,14:00-16:00,S10116
76,D,2024-06-27,14:00-16:00,S10116
53,C,2024-05-23,14:00-16:00,S10116
68,D,2024-05-07,10:00-12:00,S10106
30,B,2024-09-10,8:00-10:00,S10106
78,D,2024-05-17,14:00-16:00,S10106
32,B,2024-05-19,10:00-12:00,S10106
74,D,2024-10-02,14:00-16:00,S10106
65,D,2024-05-03,16:00-18:00,S10106
57,C,2024-12-19,14:00-16:00,S10106
55,C,2024-12-05,14:00-16:00,S10106
79,D,2024-12-22,16:00-18:00,S10106
27,B,2024-01-01,16:00-18:00,S10106
2,A,2024-05-19,14:00-16:00,S10106
58,C,2024-02-22,10:00-12:00,S10106
53,C,2024-12-04,16:00-18:00,S10106
28,B,2024-02-23,14:00-16:00,S10106
22,B,2024-05-19,14:00-16:00,S10106
71,D,2024-02-23,16:00-18:00,S10106
79,D,2024-03-07,14:00-16:00,S10106
18,A,2024-12-08,14:00-16:00,S10106
66,D,2024-05-16,8:00-10:00,S10106
8,A,2024-05-21,10:00-12:00,S10106
30,B,2024-05-27,14:00-16:00,S10106
6,A,2024-12-18,16:00-18:00,S10106
16,A,2024-05-26,14:00-16:00,S10106
77,D,2024-12-20,14:00-16:00,S10106
50,C,2024-12-05,16:00-18:00,S10106
11,A,2024-10-09,10:00-12:00,S10106
24,B,2024-05-22,14:00-16:00,S10106
20,A,2024-05-12,14:00-16:00,S10106
68,D,2024-10-22,14:00-16:00,S10106
70,D,2024-05-05,14:00-16:00,S10106
47,C,2024-12-17,16:00-18:00,S10106
20,A,2024-05-16,14:00-16:00,S10122
69,D,2024-12-16,8:00-10:00,S10122
72,D,2024-10-08,14:00-16:00,S10122
44,C,2024-12-06,10:00-12:00,S10122
50,C,2024-11-08,14:00-16:00,S10122
37,B,2024-01-24,14:00-16:00,S10122
72,D,2024-05-20,16:00-18:00,S10122
1,A,2024-12-08,14:00-16:00,S10122
21,B,2024-12-05,10:00-12:00,S10122
19,A,2024-10-10,16:00-18:00,S10122
20,A,2024-12-22,16:00-18:00,S10122
54,C,2024-12-12,14:00-16:00,S10122
67,D,2024-01-15,16:00-18:00,S10122
68,D,2024-04-22,16:00-18:00,S10122
9,A,2024-12-11,8:00-10:00,S10122
23,B,2024-01-06,8:00-10:00,S10122
76,D,2024-05-04,16:00-18:00,S10122
21,B,2024-12-20,14:00-16:00,S10122
56,C,2024-11-26,14:00-16:00,S10122
14,A,2024-09-17,16:00-18:00,S10122
62,D,2024-01-15,16:00-18:00,S10122
57,C,2024-06-24,16:00-18:00,S10122
29,B,2024-12-06,10:00-12:00,S10122
40,B,2024-05-21,14:00-16:00,S10122
37,B,2024-03-12,14:00-16:00,S10122
12,A,2024-12-22,16:00-18:00,S10122
17,A,2024-05-08,16:00-18:00,S10122
24,B,2024-04-04,10:00-12:00,S10122
8,A,2024-12-20,16:00-18:00,S10122
56,C,2024-12-07,16:00-18:00,S10122
57,C,2024-02-21,14:00-16:00,S10122
4,A,2024-05-22,14:00-16:00,S10122
50,C,2024-02-14,10:00-12:00,S10122
26,B,2024-11-19,14:00-16:00,S10122
27,B,2024-06-10,16:00-18:00,S10122
51,C,2024-09-26,10:00-12:00,S10122
38,B,2024-06-11,16:00-18:00,S10122
33,B,2024-11-08,14:00-16:00,S10122
17,A,2024-05-13,8:00-10:00,S10122
60,C,2024-09-11,14:00-16:00,S10122
15,A,2024-05-15,10:00-12:00,S10122
8,A,2024-02-24,14:00-16:00,S10121
49,C,2024-04-07,14:00-16:00,S10121
10,A,2024-12-28,10:00-12:00,S10121
32,B,2024-12-09,14:00-16:00,S10121
37,B,2024-10-26,16:00-18:00,S10121
79,D,2024-05-03,10:00-12:00,S10121
34,B,2024-05-05,16:00-18:00,S10121
65,D,2024-12-09,16:00-18:00,S10121
65,D,2024-01-22,8:00-10:00,S10121
2,A,2024-05-18,10:00-12:00,S10121
57,C,2024-04-19,14:00-16:00,S10121
28,B,2024-09-16,14:00-16:00,S10121
30,B,2024-12-12,16:00-18:00,S10121
14,A,2024-07-24,14:00-16:00,S10045
25,B,2024-05-23,16:00-18:00,S10121
76,D,2024-12-05,16:00-18:00,S10121
44,C,2024-03-02,14:00-16:00,S10121
13,A,2024-09-03,14:00-16:00,S10121
7,A,2024-03-23,10:00-12:00,S10121
12,A,2024-07-26,8:00-10:00,S10182
3,A,2024-05-15,16:00-18:00,S10121
70,D,2024-05-16,10:00-12:00,S10121
43,C,2024-12-23,10:00-12:00,S10121
20,A,2024-12-02,16:00-18:00,S10121
9,A,2024-10-06,16:00-18:00,S10121
9,A,2024-01-18,14:00-16:00,S10121
60,C,2024-12-05,16:00-18:00,S10121
60,C,2024-05-02,14:00-16:00,S10121
48,C,2024-05-06,14:00-16:00,S10121
72,D,2024-05-08,16:00-18:00,S10121
80,D,2024-12-15,10:00-12:00,S10121
39,B,2024-12-20,8:00-10:00,S10121
37,B,2024-09-12,14:00-16:00,S10121
27,B,2024-03-22,14:00-16:00,S10121
7,A,2024-12-15,14:00-16:00,S10121
73,D,2024-02-08,8:00-10:00,S10121
22,B,2024-03-09,16:00-18:00,S10121
24,B,2024-12-11,14:00-16:00,S10162
35,B,2024-06-16,10:00-12:00,S10162
77,D,2024-06-07,8:00-10:00,S10162
57,C,2024-05-02,14:00-16:00,S10162
34,B,2024-10-02,14:00-16:00,S10162
22,B,2024-01-15,14:00-16:00,S10162
33,B,2024-09-21,10:00-12:00,S10162
44,C,2024-10-18,14:00-16:00,S10162
43,C,2024-10-06,8:00-10:00,S10162
46,C,2024-12-02,16:00-18:00,S10162
80,D,2024-12-02,8:00-10:00,S10162
40,B,2024-12-04,14:00-16:00,S10162
29,B,2024-10-03,8:00-10:00,S10162
80,D,2024-05-07,14:00-16:00,S10162
27,B,2024-12-17,14:00-16:00,S10162
16,A,2024-09-26,16:00-18:00,S10162
27,B,2024-10-19,14:00-16:00,S10162
9,A,2024-11-28,14:00-16:00,S10162
33,B,2024-04-05,10:00-12:00,S10162
17,A,2024-03-17,16:00-18:00,S10162
12,A,2024-09-14,14:00-16:00,S10162
4,A,2024-12-14,8:00-10:00,S10162
21,B,2024-12-01,14:00-16:00,S10162
35,B,2024-02-22,14:00-16:00,S10162
20,A,2024-09-04,14:00-16:00,S10162
28,B,2024-05-21,8:00-10:00,S10162
6,A,2024-02-11,14:00-16:00,S10162
8,A,2024-05-04,16:00-18:00,S10162
2,A,2024-03-03,8:00-10:00,S10162
70,D,2024-11-06,14:00-16:00,S10162
80,D,2024-12-02,14:00-16:00,S10162
64,D,2024-12-20,16:00-18:00,S10162
10,A,2024-05-11,14:00-16:00,S10162
29,B,2024-09-18,16:00-18:00,S10162
48,C,2024-03-17,10:00-12:00,S10162
71,D,2024-12-15,14:00-16:00,S10162
13,A,2024-10-26,10:00-12:00,S10030
51,C,2024-12-23,10:00-12:00,S10030
42,C,2024-12-20,16:00-18:00,S10030
6,A,2024-09-18,10:00-12:00,S10030
17,A,2024-05-15,8:00-10:00,S10030
20,A,2024-10-15,16:00-18:00,S10030
32,B,2024-05-23,10:00-12:00,S10030
8,A,2024-01-03,14:00-16:00,S10030
19,A,2024-05-17,16:00-18:00,S10030
29,B,2024-12-12,16:00-18:00,S10030
18,A,2024-12-03,10:00-12:00,S10030
43,C,2024-05-05,16:00-18:00,S10030
64,D,2024-05-14,10:00-12:00,S10030
1,A,2024-12-24,14:00-16:00,S10030
29,B,2024-05-24,14:00-16:00,S10030
62,D,2024-11-19,14:00-16:00,S10030
67,D,2024-12-10,10:00-12:00,S10030
71,D,2024-12-19,14:00-16:00,S10030
26,B,2024-12-09,14:00-16:00,S10030
69,D,2024-03-16,14:00-16:00,S10030
35,B,2024-12-12,16:00-18:00,S10030
8,A,2024-12-02,14:00-16:00,S10030
31,B,2024-11-24,16:00-18:00,S10030
57,C,2024-05-12,14:00-16:00,S10030
22,B,2024-12-27,16:00-18:00,S10030
18,A,2024-12-09,14:00-16:00,S10030
54,C,2024-12-09,10:00-12:00,S10030
8,A,2024-05-12,14:00-16:00,S10030
35,B,2024-11-22,16:00-18:00,S10030
80,D,2024-05-15,14:00-16:00,S10030
52,C,2024-05-10,10:00-12:00,S10030
35,B,2024-12-20,16:00-18:00,S10030
28,B,2024-03-07,10:00-12:00,S10030
69,D,2024-05-19,14:00-16:00,S10030
45,C,2024-12-01,8:00-10:00,S10030
58,C,2024-09-05,14:00-16:00,S10196
31,B,2024-12-06,10:00-12:00,S10196
48,C,2024-10-08,16:00-18:00,S10196
32,B,2024-11-16,16:00-18:00,S10196
40,B,2024-02-10,10:00-12:00,S10196
33,B,2024-12-27,10:00-12:00,S10196
33,B,2024-01-22,14:00-16:00,S10196
39,B,2024-08-07,16:00-18:00,S10196
31,B,2024-05-09,16:00-18:00,S10196
37,B,2024-12-16,14:00-16:00,S10196
54,C,2024-01-13,14:00-16:00,S10196
19,A,2024-12-06,8:00-10:00,S10196
61,D,2024-02-25,8:00-10:00,S10196
30,B,2024-06-01,16:00-18:00,S10196
25,B,2024-01-01,14:00-16:00,S10196
55,C,2024-05-14,14:00-16:00,S10196
62,D,2024-02-01,14:00-16:00,S10196
61,D,2024-03-08,16:00-18:00,S10196
22,B,2024-12-16,16:00-18:00,S10196
43,C,2024-11-18,16:00-18:00,S10196
52,C,2024-12-05,14:00-16:00,S10196
10,A,2024-08-26,14:00-16:00,S10196
10,A,2024-05-15,14:00-16:00,S10196
63,D,2024-12-09,14:00-16:00,S10196
60,C,2024-06-18,10:00-12:00,S10196
28,B,2024-10-25,16:00-18:00,S10196
67,D,2024-12-04,14:00-16:00,S10196
23,B,2024-01-07,14:00-16:00,S10196
77,D,2024-05-07,14:00-16:00,S10196
38,B,2024-12-18,10:00-12:00,S10196
68,D,2024-04-08,14:00-16:00,S10196
31,B,2024-09-02,14:00-16:00,S10196
27,B,2024-12-16,8:00-10:00,S10196
26,B,2024-12-25,8:00-10:00,S10196
49,C,2024-10-16,8:00-10:00,S10196
1,A,2024-02-13,16:00-18:00,S10196
35,B,2024-03-08,14:00-16:00,S10196
43,C,2024-05-04,16:00-18:00,S10196
50,C,2024-12-07,10:00-12:00,S10196
26,B,2024-05-23,10:00-12:00,S10196
27,B,2024-05-19,14:00-16:00,S10196
76,D,2024-05-09,16:00-18:00,S10196
24,B,2024-04-17,10:00-12:00,S10196
50,C,2024-03-03,10:00-12:00,S10196
19,A,2024-12-07,10:00-12:00,S10196
38,B,2024-12-03,14:00-16:00,S10196
19,A,2024-12-22,16:00-18:00,S10196
73,D,2024-12-19,14:00-16:00,S10196
66,D,2024-02-17,14:00-16:00,S10196
68,D,2024-11-13,14:00-16:00,S10196
33,B,2024-12-05,14:00-16:00,S10196
22,B,2024-12-07,14:00-16:00,S10196
79,D,2024-10-11,10:00-12:00,S10196
30,B,2024-12-06,14:00-16:00,S10196
77,D,2024-12-21,14:00-16:00,S10196
1,A,2024-09-06,14:00-16:00,S10163
74,D,2024-05-05,16:00-18:00,S10163
52,C,2024-12-16,14:00-16:00,S10163
33,B,2024-03-21,14:00-16:00,S10163
16,A,2024-03-28,10:00-12:00,S10163
21,B,2024-03-14,10:00-12:00,S10163
13,A,2024-10-24,16:00-18:00,S10163
10,A,2024-08-08,8:00-10:00,S10163
74,D,2024-03-09,14:00-16:00,S10163
37,B,2024-03-17,14:00-16:00,S10163
68,D,2024-12-17,16:00-18:00,S10163
14,A,2024-03-20,14:00-16:00,S10163
70,D,2024-11-11,14:00-16:00,S10163
51,C,2024-12-21,10:00-12:00,S10163
22,B,2024-05-16,10:00-12:00,S10163
3,A,2024-11-14,14:00-16:00,S10163
18,A,2024-12-13,16:00-18:00,S10163
18,A,2024-08-10,14:00-16:00,S10163
71,D,2024-05-04,14:00-16:00,S10163
58,C,2024-02-09,10:00-12:00,S10163
33,B,2024-11-21,16:00-18:00,S10163
58,C,2024-03-16,16:00-18:00,S10163
28,B,2024-05-08,8:00-10:00,S10163
72,D,2024-05-21,14:00-16:00,S10163
27,B,2024-11-05,16:00-18:00,S10163
57,C,2024-05-14,14:00-16:00,S10163
72,D,2024-08-20,14:00-16:00,S10013
72,D,2024-05-23,14:00-16:00,S10013
43,C,2024-12-07,16:00-18:00,S10013
39,B,2024-12-02,16:00-18:00,S10013
69,D,2024-01-24,14:00-16:00,S10013
3,A,2024-03-12,14:00-16:00,S10013
39,B,2024-09-17,16:00-18:00,S10013
15,A,2024-10-09,14:00-16:00,S10013
45,C,2024-05-26,14:00-16:00,S10013
6,A,2024-03-04,14:00-16:00,S10013
12,A,2024-01-10,16:00-18:00,S10013
75,D,2024-12-20,8:00-10:00,S10013
34,B,2024-02-17,16:00-18:00,S10013
42,C,2024-04-18,14:00-16:00,S10013
9,A,2024-12-07,16:00-18:00,S10013
31,B,2024-09-27,14:00-16:00,S10013
28,B,2024-05-12,14:00-16:00,S10013
33,B,2024-12-20,16:00-18:00,S10013
38,B,2024-05-21,14:00-16:00,S10013
39,B,2024-05-09,14:00-16:00,S10013
76,D,2024-12-06,8:00-10:00,S10013
26,B,2024-12-02,10:00-12:00,S10013
25,B,2024-12-27,14:00-16:00,S10013
12,A,2024-09-17,14:00-16:00,S10013
22,B,2024-12-14,14:00-16:00,S10013
40,B,2024-05-19,16:00-18:00,S10013
23,B,2024-12-01,16:00-18:00,S10013
6,A,2024-06-24,14:00-16:00,S10019
14,A,2024-12-26,10:00-12:00,S10019
37,B,2024-01-03,14:00-16:00,S10019
3,A,2024-05-14,14:00-16:00,S10019
32,B,2024-09-20,10:00-12:00,S10019
37,B,2024-03-18,16:00-18:00,S10019
22,B,2024-02-15,16:00-18:00,S10019
43,C,2024-05-16,16:00-18:00,S10019
20,A,2024-08-21,16:00-18:00,S10019
8,A,2024-05-16,8:00-10:00,S10019
9,A,2024-05-25,14:00-16:00,S10019
57,C,2024-03-17,16:00-18:00,S10019
27,B,2024-05-23,10:00-12:00,S10019
17,A,2024-01-23,14:00-16:00,S10019
27,B,2024-10-20,10:00-12:00,S10019
23,B,2024-05-11,16:00-18:00,S10019
28,B,2024-05-05,14:00-16:00,S10019
72,D,2024-05-26,16:00-18:00,S10019
19,A,2024-10-26,14:00-16:00,S10019
36,B,2024-05-16,16:00-18:00,S10019
16,A,2024-09-26,14:00-16:00,S10019
31,B,2024-12-11,16:00-18:00,S10019
60,C,2024-01-24,8:00-10:00,S10019
57,C,2024-12-06,14:00-16:00,S10019
21,B,2024-05-25,16:00-18:00,S10019
17,A,2024-01-16,14:00-16:00,S10019
51,C,2024-01-17,10:00-12:00,S10019
80,D,2024-11-02,14:00-16:00,S10050
52,C,2024-02-08,14:00-16:00,S10050
13,A,2024-04-08,16:00-18:00,S10050
27,B,2024-12-05,16:00-18:00,S10050
47,C,2024-10-26,16:00-18:00,S10050
69,D,2024-05-19,10:00-12:00,S10050
62,D,2024-06-24,16:00-18:00,S10050
52,C,2024-12-19,14:00-16:00,S10050
10,A,2024-04-10,16:00-18:00,S10050
52,C,2024-12-01,14:00-16:00,S10050
59,C,2024-06-08,16:00-18:00,S10050
68,D,2024-05-13,10:00-12:00,S10050
61,D,2024-05-23,16:00-18:00,S10050
66,D,2024-12-22,14:00-16:00,S10050
24,B,2024-06-16,14:00-16:00,S10050
80,D,2024-12-04,16:00-18:00,S10050
53,C,2024-03-14,14:00-16:00,S10050
38,B,2024-02-20,14:00-16:00,S10050
32,B,2024-05-15,16:00-18:00,S10050
59,C,2024-05-27,16:00-18:00,S10050
79,D,2024-03-20,16:00-18:00,S10050
39,B,2024-05-16,14:00-16:00,S10050
35,B,2024-03-15,16:00-18:00,S10050
73,D,2024-05-14,14:00-16:00,S10050
73,D,2024-11-02,14:00-16:00,S10050
67,D,2024-05-07,14:00-16:00,S10050
55,C,2024-12-24,10:00-12:00,S10050
25,B,2024-02-10,10:00-12:00,S10050
12,A,2024-05-22,14:00-16:00,S10050
38,B,2024-02-11,16:00-18:00,S10050
39,B,2024-12-05,14:00-16:00,S10050
67,D,2024-03-22,16:00-18:00,S10050
73,D,2024-12-16,10:00-12:00,S10050
52,C,2024-04-03,16:00-18:00,S10050
24,B,2024-04-17,14:00-16:00,S10050
77,D,2024-02-07,16:00-18:00,S10050
59,C,2024-12-12,16:00-18:00,S10050
30,B,2024-02-15,14:00-16:00,S10050
52,C,2024-08-12,14:00-16:00,S10050
40,B,2024-12-23,8:00-10:00,S10050
8,A,2024-12-22,14:00-16:00,S10050
12,A,2024-05-10,10:00-12:00,S10050
53,C,2024-05-05,10:00-12:00,S10050
38,B,2024-02-16,16:00-18:00,S10050
45,C,2024-08-22,14:00-16:00,S10050
20,A,2024-01-05,10:00-12:00,S10050
3,A,2024-11-11,14:00-16:00,S10050
57,C,2024-11-20,16:00-18:00,S10050
43,C,2024-12-15,16:00-18:00,S10050
70,D,2024-12-10,16:00-18:00,S10050
67,D,2024-02-07,14:00-16:00,S10050
56,C,2024-08-21,14:00-16:00,S10050
24,B,2024-09-24,16:00-18:00,S10050
57,C,2024-05-20,16:00-18:00,S10050
3,A,2024-08-09,16:00-18:00,S10010
47,C,2024-05-16,10:00-12:00,S10010
49,C,2024-02-10,10:00-12:00,S10010
9,A,2024-08-20,8:00-10:00,S10010
63,D,2024-04-08,14:00-16:00,S10010
1,A,2024-02-08,14:00-16:00,S10010
46,C,2024-02-09,10:00-12:00,S10010
2,A,2024-02-18,16:00-18:00,S10010
13,A,2024-05-13,14:00-16:00,S10010
10,A,2024-02-22,16:00-18:00,S10010
22,B,2024-12-07,10:00-12:00,S10010
60,C,2024-09-14,10:00-12:00,S10010
74,D,2024-06-04,14:00-16:00,S10010
38,B,2024-07-09,10:00-12:00,S10037
51,C,2024-12-25,10:00-12:00,S10010
46,C,2024-06-23,14:00-16:00,S10010
30,B,2024-07-09,10:00-12:00,S10125
64,D,2024-12-26,14:00-16:00,S10010
7,A,2024-09-13,14:00-16:00,S10010
49,C,2024-12-24,14:00-16:00,S10010
67,D,2024-12-09,14:00-16:00,S10010
32,B,2024-11-01,10:00-12:00,S10010
8,A,2024-05-20,16:00-18:00,S10010
20,A,2024-08-03,10:00-12:00,S10010
24,B,2024-06-09,14:00-16:00,S10010
3,A,2024-12-26,8:00-10:00,S10010
53,C,2024-12-27,14:00-16:00,S10010
23,B,2024-05-08,16:00-18:00,S10010
66,D,2024-11-08,16:00-18:00,S10010
80,D,2024-06-23,14:00-16:00,S10010
8,A,2024-05-12,16:00-18:00,S10010
5,A,2024-12-19,14:00-16:00,S10010
4,A,2024-05-20,14:00-16:00,S10010
47,C,2024-05-24,14:00-16:00,S10010
3,A,2024-05-12,10:00-12:00,S10010
73,D,2024-12-18,14:00-16:00,S10010
17,A,2024-05-24,14:00-16:00,S10010
79,D,2024-02-22,8:00-10:00,S10010
14,A,2024-02-27,10:00-12:00,S10010
74,D,2024-02-27,16:00-18:00,S10010
21,B,2024-08-05,16:00-18:00,S10010
27,B,2024-12-08,8:00-10:00,S10010
58,C,2024-12-07,14:00-16:00,S10010
19,A,2024-12-13,14:00-16:00,S10010
8,A,2024-05-17,16:00-18:00,S10010
51,C,2024-12-17,14:00-16:00,S10010
14,A,2024-06-18,16:00-18:00,S10010
48,C,2024-12-19,16:00-18:00,S10035
60,C,2024-06-06,14:00-16:00,S10035
4,A,2024-12-19,8:00-10:00,S10035
41,C,2024-11-19,14:00-16:00,S10035
2,A,2024-06-07,10:00-12:00,S10035
36,B,2024-01-09,14:00-16:00,S10035
57,C,2024-05-26,16:00-18:00,S10035
6,A,2024-05-20,16:00-18:00,S10035
4,A,2024-10-25,14:00-16:00,S10035
1,A,2024-05-02,16:00-18:00,S10035
25,B,2024-12-13,14:00-16:00,S10035
59,C,2024-12-18,10:00-12:00,S10035
66,D,2024-02-20,14:00-16:00,S10035
3,A,2024-05-21,16:00-18:00,S10035
42,C,2024-05-24,14:00-16:00,S10035
1,A,2024-05-25,14:00-16:00,S10035
34,B,2024-09-06,14:00-16:00,S10035
73,D,2024-05-28,14:00-16:00,S10035
44,C,2024-05-20,16:00-18:00,S10035
31,B,2024-12-10,10:00-12:00,S10035
6,A,2024-05-14,10:00-12:00,S10035
40,B,2024-11-24,14:00-16:00,S10035
65,D,2024-05-22,16:00-18:00,S10035
30,B,2024-10-19,10:00-12:00,S10035
29,B,2024-08-03,16:00-18:00,S10035
21,B,2024-12-26,14:00-16:00,S10035
75,D,2024-05-17,8:00-10:00,S10035
64,D,2024-01-23,16:00-18:00,S10035
3,A,2024-05-24,16:00-18:00,S10035
32,B,2024-07-09,14:00-16:00,S10085
16,A,2024-11-09,14:00-16:00,S10035
44,C,2024-05-03,16:00-18:00,S10035
60,C,2024-12-22,14:00-16:00,S10035
30,B,2024-03-24,10:00-12:00,S10035
73,D,2024-12-22,16:00-18:00,S10035
60,C,2024-05-16,14:00-16:00,S10035
43,C,2024-09-20,10:00-12:00,S10035
29,B,2024-12-27,16:00-18:00,S10088
9,A,2024-12-02,10:00-12:00,S10088
25,B,2024-12-06,16:00-18:00,S10088
69,D,2024-12-24,14:00-16:00,S10088
11,A,2024-10-12,16:00-18:00,S10088
8,A,2024-05-26,8:00-10:00,S10088
67,D,2024-12-27,14:00-16:00,S10088
1,A,2024-12-03,14:00-16:00,S10088
65,D,2024-02-17,14:00-16:00,S10133
56,C,2024-10-22,14:00-16:00,S10133
63,D,2024-01-16,10:00-12:00,S10133
28,B,2024-09-04,10:00-12:00,S10133
5,A,2024-12-01,10:00-12:00,S10133
5,A,2024-05-28,16:00-18:00,S10133
6,A,2024-12-19,14:00-16:00,S10133
12,A,2024-12-12,14:00-16:00,S10187
58,C,2024-08-11,16:00-18:00,S10187
40,B,2024-09-13,16:00-18:00,S10187
77,D,2024-05-09,14:00-16:00,S10187
50,C,2024-05-27,10:00-12:00,S10187
28,B,2024-10-09,10:00-12:00,S10187
27,B,2024-11-27,16:00-18:00,S10187
79,D,2024-08-14,14:00-16:00,S10187
6,A,2024-05-16,10:00-12:00,S10187
17,A,2024-09-24,10:00-12:00,S10187
38,B,2024-05-15,16:00-18:00,S10187
